구분,유저/ 질문,챗봇/대답
주소(바다),울산 정자바닷가 위치,정자바닷가는 울산광역시 북구 정자1길 97 에 위치하고 있어요
주소(바다),울산 정자바닷가 어디,정자바닷가는 울산광역시 북구 정자1길 97 에 위치하고 있어요
,,
주소(계곡),울산 작천정계곡 주소,작천정계곡은 울산광역시 울주군 삼남면 교동리 에 위치하고 있어요
주소(계곡),울산 작천정계곡 위치,작천정계곡은 울산광역시 울주군 삼남면 교동리 에 위치하고 있어요
주소(계곡),울산 작천정 계곡 어디,작천정계곡은 울산광역시 울주군 삼남면 교동리 에 위치하고 있어요
주소(계곡),울산 석남사 계곡 주소,석남사 계곡은 울산광역시 울주군 삼남면 교동리 에 위치하고 있어요
주소(계곡),울산 석남사 계곡 위치,작천정계곡은 울산광역시 울주군 삼남면 교동리 에 위치하고 있어요
주소(계곡),울산 석남사 계곡 어디,작천정계곡은 울산광역시 울주군 삼남면 교동리 에 위치하고 있어요
주소(계곡),울산 배내골 주소,배내골은 울산광역시 울주군 상북면 배내로 1061(상북면) 에 위치하고 있어요
주소(계곡),울산 배내골 위치,배내골은 울산광역시 울주군 상북면 배내로 1061(상북면) 에 위치하고 있어요
주소(계곡),울산 배내골 어디,배내골은 울산광역시 울주군 상북면 배내로 1061(상북면) 에 위치하고 있어요
주소(계곡),울산 철구소 주소,철구소는 울산광역시 울주군 상북면 이천리 829길 에 위치하고 있어요
주소(계곡),울산 철구소 위치,철구소는 울산광역시 울주군 상북면 이천리 829길 에 위치하고 있어요
주소(계곡),울산 철구소 어디,철구소는 울산광역시 울주군 상북면 이천리 829길 에 위치하고 있어요
,,
주소(박물관),울산 대곡박물관 주소,대곡 박물관은 울산광역시 울주군 두동면 서하천전로 257 에 위치하고 있어요
주소(박물관),울산 대곡박물관 어디,대곡 박물관은 울산광역시 울주군 두동면 서하천전로 257 에 위치하고 있어요
주소(박물관),울산 대곡박물관 위치,대곡 박물관은 울산광역시 울주군 두동면 서하천전로 257 에 위치하고 있어요
주소(박물관),울산박물관 어디,울산박물관은 울산광역시 남구 두왕로 277 에 위치하고 있어요
주소(박물관),울산박물관 주소,울산박물관은 울산광역시 남구 두왕로 277 에 위치하고 있어요
주소(박물관),울산박물관 위치,울산박물관은 울산광역시 남구 두왕로 277 에 위치하고 있어요
주소(박물관),울산과학관 주소,울산과학관은 울산광역시 남구 남부순환도로 111 에 위치하고 있어요
주소(박물관),울산과학관 위치,울산과학관은 울산광역시 남구 남부순환도로 111 에 위치하고 있어요
주소(박물관),울산과학관 어디,울산과학관은 울산광역시 남구 남부순환도로 111 에 위치하고 있어요
주소(박물관),울산 세계파충류체험박물관 주소,세계파충류체험박물관은 울산광역시 북구 당사동 465-2 에 위치하고 있어요
주소(박물관),울산 세계파충류체험박물관 위치,세계파충류체험박물관은 울산광역시 북구 당사동 465-2 에 위치하고 있어요
주소(박물관),울산 세계파충류체험박물관 어디,세계파충류체험박물관은 울산광역시 북구 당사동 465-2 에 위치하고 있어요
,,
주소(공원),울산 대왕암 공원 주소,대왕암 공원은 울산광역시 동구 등대로 95 에 위치하고 있어요
주소(공원),울산 대왕암 공원 위치,대왕암 공원은 울산광역시 동구 등대로 95 에 위치하고 있어요
주소(공원),울산 대왕암 공원 어디,대왕암 공원은 울산광역시 동구 등대로 95 에 위치하고 있어요
주소(공원),울산 태화강 국가정원 주소,울산 태화강 국가정원은 울산광역시 중구 태화강 국가정원길 154 에 위치하고 있어요
주소(공원),울산 태화강 국가정원 위치,울산 태화강 국가정원은 울산광역시 중구 태화강 국가정원길 154 에 위치하고 있어요
주소(공원),울산 태화강 국가정원 어디,울산 태화강 국가정원은 울산광역시 중구 태화강 국가정원길 154 에 위치하고 있어요
주소(공원),울산대공원 위치,울산 대공원은 울산광역시 남구 대공원로 94 에 위치하고 있어요
주소(공원),울산대공원 어디,울산 대공원은 울산광역시 남구 대공원로 94 에 위치하고 있어요
주소(공원),울산대공원 주소,울산 대공원은 울산광역시 남구 대공원로 94 에 위치하고 있어요
주소(공원),울산 학성공원 주소,울산 학성공원은 울산광역시 중구 학성공원3길 54 에 위치하고 있어요
주소(공원),울산 학성공원 위치,울산 학성공원은 울산광역시 중구 학성공원3길 54 에 위치하고 있어요
주소(공원),울산 학성공원 어디,울산 학성공원은 울산광역시 중구 학성공원3길 54 에 위치하고 있어요
주소(공원),울산 공룡발자국공원 어디,공룡발자국공원은 울산광역시 중구 우정동 663 에 위치하고 있어요
주소(공원),울산 공룡발자국공원 위치,공룡발자국공원은 울산광역시 중구 우정동 663 에 위치하고 있어요
주소(공원),울산 공룡발자국공원 주소,공룡발자국공원은 울산광역시 중구 우정동 663 에 위치하고 있어요
주소(공원),울산 십리대밭 주소,십리대밭은 울산광역시 중구 태화동에 위치하고 있어요
주소(공원),울산 십리대밭 위치,십리대밭은 울산광역시 중구 태화동에 위치하고 있어요
주소(공원),울산 십리대밭 어디,십리대밭은 울산광역시 중구 태화동에 위치하고 있어요
,,
주소(유적지),울산 울주 천전리 각석 어디,울산광역시 울주군 두동면 천전리 산207-8 에 위치하고 있어요
주소(유적지),울산 울주 천전리 각석 주소,울산광역시 울주군 두동면 천전리 산207-8 에 위치하고 있어요
주소(유적지),울산 울주 천전리 각석 위치,울산광역시 울주군 두동면 천전리 산207-8 에 위치하고 있어요
주소(유적지),울산 울주 언양읍성 주소,울산광역시 울주군 언양읍 동부리 227-2 에 위치하고 있어요
주소(유적지),울산 울주 언양읍성 위치,울산광역시 울주군 언양읍 동부리 227-2 에 위치하고 있어요
주소(유적지),울산 울주 언양읍성 어디,울산광역시 울주군 언양읍 동부리 227-2 에 위치하고 있어요
주소(유적지),울산 반구대 암각화 주소,울산광역시 울주군 언양읍 반구대안길 285 에 위치하고 있어요
주소(유적지),울산 반구대 암각화 위치,울산광역시 울주군 언양읍 반구대안길 285 에 위치하고 있어요
주소(유적지),울산 반구대 암각화 어디,울산광역시 울주군 언양읍 반구대안길 285 에 위치하고 있어요
,,
주소(카페),울산 라 메르 판지(북구) 주소,울산광역시 북구 판지1길 30 에 위치하고 있어요
주소(카페),울산 라 메르판지(북구) 위치,울산광역시 북구 판지1길 30 에 위치하고 있어요
주소(카페),울산 라 메르판지(북구) 어디,울산광역시 북구 판지1길 30 에 위치하고 있어요
주소(카페),울산 농도(울주) 주소,울산광역시 울주군 상북면 명촌길천로 23 에 위치하고 있어요
주소(카페),울산 농도(울주) 어디,울산광역시 울주군 상북면 명촌길천로 23 에 위치하고 있어요
주소(카페),울산 농도(울주) 위치,울산광역시 울주군 상북면 명촌길천로 23 에 위치하고 있어요
주소(카페),울산 AOP(울주) 주소,울산광역시 울주군 서생면 해맞이로 1097-2 에 위치하고 있어요
주소(카페),울산 AOP(울주) 위치,울산광역시 울주군 서생면 해맞이로 1097-2 에 위치하고 있어요
주소(카페),울산 AOP(울주) 어디,울산광역시 울주군 서생면 해맞이로 1097-2 에 위치하고 있어요
주소(카페),울산 감마(남구) 주소,울산광역시 남구 왕생로 72번길 17 에 위치하고 있어요
주소(카페),울산 감마(남구) 위치,울산광역시 남구 왕생로 72번길 17 에 위치하고 있어요
주소(카페),울산 감마(남구) 어디,울산광역시 남구 왕생로 72번길 17 에 위치하고 있어요
,,
주소(숙박시설),울산 호텔리버사이드 주소,울산광역시 중구 젊음의거리 20 에 위치하고 있어요
주소(숙박시설),울산 호텔리버사이드 위치,울산광역시 중구 젊음의거리 20 에 위치하고 있어요
주소(숙박시설),울산 호텔리버사이드 어디,울산광역시 중구 젊음의거리 20 에 위치하고 있어요
주소(숙박시설),울산 롯데호텔 주소,울산광역시 남구 삼산로 282 에 위치하고 있어요
주소(숙박시설),울산 롯데호텔 위치,울산광역시 남구 삼산로 282 에 위치하고 있어요
주소(숙박시설),울산 롯데호텔 어디,울산광역시 남구 삼산로 282 에 위치하고 있어요
주소(숙박시설),울산 호텔현대 바이 라한 주소,울산광역시 동구 방어진순환도로 875 에 위치하고 있어요
주소(숙박시설),울산 호텔현대 바이 라한 위치,울산광역시 동구 방어진순환도로 875 에 위치하고 있어요
주소(숙박시설),울산 호텔현대 바이 라한 어디,울산광역시 동구 방어진순환도로 875 에 위치하고 있어요
,,
주소(마을),울산 장생포고래문화마을 주소,울산광역시 남구 매암동 209-1 에 위치하고 있어요
주소(마을),울산 장생포고래문화마을 위치,울산광역시 남구 매암동 209-1 에 위치하고 있어요
주소(마을),울산 장생포고래문화마을 어디,울산광역시 남구 매암동 209-1 에 위치하고 있어요
주소(마을),울산 쇠평어린이마을 주소,울산광역시 동구 동부동 573-4 에 위치하고 있어요
주소(마을),울산 쇠평어린이마을 위치,울산광역시 동구 동부동 573-4 에 위치하고 있어요
주소(마을),울산 쇠평어린이마을 어디,울산광역시 동구 동부동 573-4 에 위치하고 있어요
,,
주소(산),울산 천황산 주소,울산광역시 울주군과 경상남도 밀양시의 경계에 위치하고 있어요
주소(산),울산 천황산 위치,울산광역시 울주군과 경상남도 밀양시의 경계에 위치하고 있어요
주소(산),울산 천황산 어디,울산광역시 울주군과 경상남도 밀양시의 경계에 위치하고 있어요
주소(산),울산 고헌산 주소,울산광역시 울주군 상북면과 두서면에 걸쳐 위치하고 있어요
주소(산),울산 고헌산 위치,울산광역시 울주군 상북면과 두서면에 걸쳐 위치하고 있어요
주소(산),울산 고헌산 어디,울산광역시 울주군 상북면과 두서면에 걸쳐 위치하고 있어요
주소(산),울산 신불산 주소,울산광역시 울주군 상북면과 삼남면과 경상남도 양산시 하북면의 경계에 위치하고 있어요
주소(산),울산 신불산 위치,울산광역시 울주군 상북면과 삼남면과 경상남도 양산시 하북면의 경계에 위치하고 있어요
주소(산),울산 신불산 어디,울산광역시 울주군 상북면과 삼남면과 경상남도 양산시 하북면의 경계에 위치하고 있어요
주소(산),울산 가지산 주소,울산광역시 울주군 상북면 과 경상남도 밀양시 산내면 및 경상북도 청도군 운문면에 걸쳐 위치하고 있어요
주소(산),울산 가지산 위치,울산광역시 울주군 상북면 과 경상남도 밀양시 산내면 및 경상북도 청도군 운문면에 걸쳐 위치하고 있어요
주소(산),울산 가지산 어디,울산광역시 울주군 상북면 과 경상남도 밀양시 산내면 및 경상북도 청도군 운문면에 걸쳐 위치하고 있어요
주소(산),울산 간월재 억새 군락지 주소,울산광역시 울주군 상북면 등억리에 위치하고 있어요
주소(산),울산 간원재 억새 군락지 위치,울산광역시 울주군 상북면 등억리에 위치하고 있어요
주소(산),울산 간월재 억새 군락지 어디,울산광역시 울주군 상북면 등억리에 위치하고 있어요
,,
주소(폭포),울산 파래소폭포 주소,울산광역시 울주군 상북면 이천리에 위치하고 있어요
주소(폭포),울산 파래소폭포 위치,울산광역시 울주군 상북면 이천리에 위치하고 있어요
주소(폭포),울산 파래소폭포 어디,울산광역시 울주군 상북면 이천리에 위치하고 있어요
주소(폭포),울산 홍류폭포 주소,울산광역시 울주군 상북면 등억리에 위치하고 있어요
